GeneID,GSM1543544,GSM1543545,GSM1543546,GSM1543547
101805491,0,0,0,0
28986,1762,1108,948,916
200424,215,27,342,112
57335,180,85,400,112
9636,4061,1097,594,391
54932,489,591,650,340
390148,0,0,0,0
389827,3,0,1,2
124903372,26,2161,61,1364
400566,72,156,120,116
387032,134,43,174,90
400966,50,11,0,5
317749,1040,16193,718,2472
148398,119,95,788,105
84808,131,42,2375,47
400673,213,103,161,81
100190949,0,0,0,0
404037,26,9,0,0
26059,5,8,15,15
145173,411,205,473,312
81848,1792,66,1701,322
3266,8,6,5,6
51393,1421,176,228,102
401138,0,0,0,0
340602,4,0,1,0
84281,112,437,81,265
403239,0,0,0,0
94107,1268,2321,683,975
6572,0,0,31,0
166348,4,10,3,43
79875,292,156,1823,346
374407,527,4,13,14
2563,351,12,379,4
278,0,0,0,0
124905666,0,0,0,0
124905668,0,0,0,0
128966568,0,0,0,0
128966570,0,0,0,0
6917,1475,538,2289,1283
133039973,1475,538,2289,1283
79840,620,433,5415,708
2175,381,29,66,32
79048,983,498,1229,1320
340980,3,1,2,1
389766,11,1,18,1
280658,2,1,12,5
124,0,0,2,0
10507,1073,626,2520,556
386681,0,0,0,0
389421,3,0,1,1
125704,116,9,8,2
8632,96,1,193,44
10445,3071,1559,1695,1341
643236,30,3466,701,3200
57697,75,8,74,86
100129969,0,23,1,18
7621,171,46,285,45
64170,288,51,100,42
375033,443,146,971,308
65243,13,7,34,5
338949,0,0,0,0
347454,215,6,43,16
339559,90,57,88,62
391723,0,41,0,22
340595,7,13,0,28
388335,1065,536,391,473
388960,0,1,0,0
3006,553,2451,171,695
57048,1128,216,1118,302
1978,2740,2454,3094,476
22953,4,0,4,0
121549,3,9,0,9
390323,0,0,0,0
550631,272,211,148,121
164118,7,0,3,0
116224,359,312,484,541
342979,385,1730,371,1178
389400,0,2,1,1
199920,12,23,43,87
729956,2,0,2,2
400891,10,7,13,8
1755,21,0,1,0
388512,8,5,4,1
390064,1,0,0,0
414332,5,47,56,40
401944,1271,536,32,14
401027,1,0,0,0
341350,1,0,0,3
100288637,63,7,65,37
441194,661,1091,781,349
50626,3104,3659,1885,1327
7373,1110,160,494,655
92737,26,375,3259,350
642843,0,0,0,0
339451,330,89,517,174
389874,0,0,0,0
391013,17,5,5,16
222696,7,6,18,9
126432,252,32,177,70
100141515,2,2,16,1
162998,7,6,19,12
285386,52,15,82,19
284677,53,42,233,152
729967,1678,2934,546,1850
285093,1,0,3,0
6274,212,34,55,24
29978,839,519,920,470
353116,726,264,1385,229
646457,178,5,130,4
57474,53,12,57,29
1180,3,5,2,2
123904,23,10,27,12
284434,10,12,299,26
10123,3181,177,730,80
168433,2,0,0,0
100130519,38,25,16,14
285852,0,0,0,0
115273,936,11,192,15
7477,13,2,1,6
65998,205,768,548,560
147199,49,6,1,2
123745,1,0,2,0
51463,383,858,490,1416
653519,383,858,490,1416
145873,28,1,2,4
643161,0,1,0,0
346007,30,16,43,7
647024,165,26,23,66
1617,25,2,0,0
338755,1,0,0,1
6300,339,1042,110,351
401498,0,0,0,0
441457,40,6,17,9
1287,97,92,520,298
386674,0,0,0,0
375790,8513,1181,8310,2066
4810,567,327,130,267
340990,141,1,66,3
401565,6,11,17,11
643853,9,10,47,45
199777,130,95,242,202
253012,5,102,0,204
342527,47,1511,1309,822
376940,354,536,274,181
389541,14333,17570,2817,3510
5575,1203,788,652,675
729262,16,10,36,23
374383,6,8,222,77
123879,709,278,461,302
445582,0,0,0,0
390927,71,48,387,121
10383,7030,8266,4815,7457
119016,305,54,730,257
25845,616,1752,1196,3409
170622,6998,9688,1435,2135
5320,0,0,0,0
400935,1,0,3,0
123688,120,942,36,460
26659,1,1,2,2
643338,36,25,120,36
285180,33,3,18,2
163087,199,111,363,136
57801,308,57,340,51
374918,13,1,0,8
79862,72,45,76,43
374872,23,7,28,13
344657,10,0,0,1
401541,372,162,96,68
5359,1485,175,986,522
375341,260,270,257,180
387712,9,12,12,23
84527,217,267,292,148
388228,10,20,76,31
283365,0,0,0,0
100131137,0,0,41,0
10991,32,237,2793,251
81442,0,0,0,0
2963,473,241,1058,316
137392,442,528,515,499
54914,424,312,272,479
284338,17,14,23,13
7784,1006,447,27,29
387695,1246,5,5,3
440093,1,0,1,0
3440,0,0,0,0
282973,9,2,27,7
5535,0,0,1,0
5133,28,2,19,8
387836,2,0,0,0
2844,3,2,7,4
343521,3,9,19,2
6402,192,31,228,71
347541,0,0,0,0
1121,457,287,336,381
339345,1,0,0,0
63915,270,287,830,478
375298,358,127,138,289
283652,2,2,0,0
389792,2056,529,538,368
3014,1130,292,745,282
387755,15,4,22,33
5104,64,5665,3466,8371
284325,426,345,411,265
197021,4,1,8,3
342897,12,42,13,25
388533,3,3,4,1
348645,163,16,51,20
84570,4,2,51,12
644815,510,382,19,238
389799,0,2,1,1
10772,1357,610,2254,1212
3040,72,2984,686,673
285193,330,335,101,205
388115,230,122,1079,304
4077,2498,1990,3196,3773
391211,1,0,0,4
57186,733,374,1719,850
27158,217,97,304,141
154215,4,1,0,53
81851,0,0,7,0
344838,19,0,1,0
400797,0,0,0,1
144535,32,5,24,16
1201,2724,2629,2833,1084
653820,10,2,8,23
56624,42,20,114,91
6613,8756,2963,7476,4086
340719,27,22,41,16
340784,0,0,1,0
388555,2,1,9,1
653720,23,0,455,8
7730,88,34,214,37
100529215,88,34,214,37
84247,530,218,1272,571
1806,402,89,563,363
140576,5115,2439,1720,1474
375743,667,593,966,880
387707,32,13,48,6
390443,0,0,0,0
283726,27,77,16,34
284836,7,0,11,1
102724398,7,0,11,1
124900467,7,0,11,1
6006,81,14,10,2
389073,2,1,2,1
169355,7,20,7,32
29780,1637,577,983,540
57835,52,30,78,20
7390,2479,7232,785,1369
390084,0,0,0,0
613126,3,10,8,12
643803,0,0,0,0
51114,2154,1150,1434,1587
347148,7,1,2,6
338599,0,0,0,0
643155,836,255,2018,830
344901,6,2,0,21
375567,9,5,7,10
340277,88,38,158,152
144404,952,449,516,570
401024,51,10,77,82
23029,957,990,750,666
10811,381,497,503,321
130612,79,61,168,69
440603,134,16,8,8
8326,4,3,24,2
399473,102,3,143,1
26254,2,0,0,1
349633,2,0,3,0
155,2,0,2,1
390598,11,3,37,10
378807,1,1,0,0
5549,2101,455,338,554
30814,0,0,0,0
147694,201,83,924,260
4520,165,89,642,202
127391,0,1,1,0
388336,61,12,2,62
199953,265,116,1525,217
387921,809,553,1122,670
3167,0,99,0,55
132203,18,1,1,10
79844,76,50,1276,165
441168,1446,38,208,58
1269,13,3,9,3
100130581,237,130,328,148
84464,176,34,405,75
377841,27,326,73,172
9045,28444,17596,4356,11777
389206,0,1,0,0
149297,214,62,29,37
147837,201,119,193,139
342125,33,12,42,23
85302,246,79,393,179
346689,1,6,1,14
431705,2,0,0,1
339287,1447,219,1726,686
400499,26,55,69,54
120892,912,232,1726,684
390259,0,0,0,0
2707,31,1,1,1
642938,10,0,3,4
79979,156,90,721,334
401494,416,75,133,274
257177,4,1,0,2
60506,20,13,12,17
158293,1263,561,1979,786
257313,64,68,32,81
401546,0,1,24,5
26155,1601,1410,3106,1076
345222,4,11,14,15
126767,0,0,0,0
25920,1159,983,1392,1064
729025,3,0,2,1
149998,0,0,0,0
339977,47,14,71,25
23036,329,241,2045,457
135458,4,2,2,3
283219,223,133,257,263
374897,4,0,2,0
134637,82,75,98,92
3805,0,0,0,0
139604,0,0,0,0
391104,1,0,0,0
63904,0,0,0,0
163081,72,84,94,40
4697,17086,21253,4370,12868
728780,89,54,15,84
121642,926,350,352,380
51136,174,31,449,110
643904,4,1,5,1
93659,0,0,2,0
5649,38,13,3,23
374393,130,15,26,19
347,831,584,49,380
3005,1838,1037,6613,2379
26749,0,0,0,0
645037,0,0,0,0
729408,0,0,0,0
729447,0,0,0,0
100101629,0,0,0,0
9516,4817,1846,3575,2432
284415,0,0,1,0
83862,4912,8894,1004,2684
196528,592,188,620,195
100133093,0,2,0,0
23450,2995,1044,3165,1519
345062,1,0,0,0
26280,0,5,0,3
388552,648,161,546,228
80320,49,15,24,19
340120,0,16,4,12
219348,2067,932,499,254
170062,0,0,0,0
222698,21,34,4,23
84075,0,0,0,0
1364,3152,1268,6901,1072
126231,61,9,187,17
400581,79,3,184,43
100129583,95,643,260,259
51155,2875,893,581,438
84503,44,64,297,86
646799,2,0,0,0
386685,0,0,0,0
6284,12490,8999,5069,2106
7581,1105,678,2268,981
401994,0,1,0,4
374454,0,0,0,0
54510,314,75,165,119
347442,1,0,0,0
162966,241,59,197,83
284697,32,21,112,46
100287879,0,0,3,0
4128,5509,2608,1974,6410
654433,110,41,449,311
145853,393,572,449,365
389643,24,55,19,173
7259,2035,2926,2880,3415
139067,10,0,0,0
642446,3,4,4,1
55629,1423,1457,3970,1973
51233,13,35,56,44
399827,0,1,0,1
2709,3,0,1,0
2272,249,750,290,603
285016,95,57,2,576
80317,97,80,275,96
139628,0,0,0,0
27341,2458,2385,1325,924
132660,152,65,504,191
9679,978,605,1850,661
389558,21,29,1,82
389384,1,13,7,5
441525,0,0,0,0
57402,59,278,16,280
23254,627,382,2109,587
728661,1412,489,3403,1079
165186,28,35,288,60
389761,0,0,0,0
100131211,101,43,315,161
9729,79,0,5,16
23708,301,164,240,172
254272,0,0,0,0
84933,490,158,348,192
284340,0,3,0,0
10821,3,4,3,0
139562,2,4,5,0
3146,8744,2540,14745,7030
8510,273,133,45,59
400745,29,2,72,6
388182,40,42,20,15
139735,145,5,107,30
9437,1,0,0,0
644943,60,114,1,92
127534,0,1,0,1
574452,0,0,0,0
284521,0,0,1,0
282991,1516,633,1081,624
10388,100,30,124,22
3556,149,19,166,74
11122,1,5,0,3
4604,0,0,0,0
5079,3,9,12,2
403278,0,0,0,0
390261,0,0,0,0
3125,10986,969,3389,1352
50859,1,1,0,5
163223,0,1,22,14
374879,9,5,88,16
255926,0,0,0,0
23424,317,69,273,308
90835,384,291,136,134
390275,0,0,0,0
653319,1043,262,2820,345
3123,17,6,3873,2309
317701,7,3,10,23
4661,5,3,18,0
12,521,92,6,132
8644,7862,7968,1894,3636
26010,1817,1072,2460,2135
58500,215,186,592,229
151525,257,226,431,444
7633,134,57,117,66
6275,5596,2627,2277,1054
25894,609,13,233,97
85290,0,0,0,0
79633,125,18,1285,154
389649,0,1,0,2
124602,11,2,86,2
81448,0,0,0,0
148213,28,14,41,18
36,606,2536,2095,6076
83931,931,1263,1836,961
26476,0,0,0,0
9725,1599,1866,3240,1982
1510,14,2,3,2
64218,221,372,810,311
646962,483,145,66,216
54737,824,780,1565,767
441191,481,252,329,226
9687,25,36,18,115
284759,105,2,126,9
90321,323,233,426,230
6261,184,15,179,44
9901,238,93,112,171
387266,0,0,1,0
63939,329,197,317,271
442038,0,0,0,0
203068,1265,334,562,292
26707,0,0,0,0
84458,526,212,557,368
6829,4266,3640,3835,1404
63929,785,260,1640,686
401992,0,0,0,0
81472,1,0,1,0
148824,1,0,1,0
439916,2,1,7,2
51427,133,25,100,55
219873,0,0,0,0
389376,13,23,3,24
5478,89512,30360,30506,22540
57573,60,72,1587,252
162962,142,64,181,53
284443,159,81,360,201
283601,1,0,0,3
84163,931,729,761,251
2917,4,1,17,3
8464,482,141,189,168
441925,0,1,1,0
60491,404,250,424,502
487,72,5,213,37
3376,2204,471,1585,1785
9883,725,75,3612,547
29068,1031,770,1483,1109
55340,1309,604,1187,622
56164,7,6,30,21
94027,5,0,22,0
54413,37,5,36,18
283159,0,0,0,0
131,0,1,0,0
55888,48,39,51,24
100287226,0,0,1,0
1604,835,180,434,396
131034,2,22,5,48
147929,146,35,167,41
84628,66,10,44,11
1995,0,0,4,1
11091,793,478,763,659
9361,4100,3012,7666,2704
8295,978,112,1796,533
55190,45,10,3,4
647135,140,54,1853,503
2526,227,60,313,118
79754,3811,7276,731,2656
222553,18,7,20,25
80778,129,85,292,146
7699,323,188,529,299
388324,51,37,206,63
342132,52,17,139,71
5770,1955,229,3694,1157
51466,2819,582,1458,467
64648,0,0,0,0
284486,34,25,314,40
124056,8,20,4,4
2050,618,654,1261,858
5657,15,0,53,0
91661,240,69,632,163
7678,92,75,194,55
2547,9640,7381,5783,5633
6276,15,57,2,16
284739,110,42,23,6
9858,371,324,761,947
148545,4,0,0,0
9819,753,257,413,544
1413,3,2,0,0
438,10,0,2,1
440348,193,205,217,282
124907807,193,205,217,282
124907808,193,205,217,282
148266,49,76,226,111
100131755,353,328,461,293
79693,281,72,188,202
27153,254,77,553,159
30849,931,171,244,695
285971,405,146,760,165
100289635,366,108,1161,327
6399,413,169,539,253
731220,88,7,26,7
140465,2820,4795,1726,1397
90576,188,68,103,104
8823,0,0,0,0
6477,608,135,524,308
2712,0,0,0,0
140680,374,197,834,247
2104,101,271,357,778
79711,1508,507,1145,839
9612,5130,460,8704,1219
6817,2347,2488,627,1081
132946,39,4,9,7
55660,611,419,2449,1230
54834,114,128,234,331
85012,1728,547,1126,1035
51434,1920,1078,979,791
27010,184,110,184,86
6536,74,19,102,64
60312,528,64,1455,180
4666,40214,9760,12949,17019
399687,2182,1176,2892,1132
343173,0,0,0,1
165679,3,2,1,3
54785,483,516,514,296
4122,747,105,5610,1076
4311,2076,5825,312,18661
729533,46,15,33,13
440184,0,16,0,8
8912,349,210,961,551
55959,19284,3382,4463,1828
3048,21,41,8,19
3908,289,29,220,209
345456,1,6,0,37
23654,10800,6287,9998,4181
81050,0,0,0,0
55966,322,122,403,219
7516,72,14,79,45
4646,912,2903,2782,2442
57591,1181,272,1394,350
729458,0,0,0,0
3066,983,268,1453,1202
158431,54,50,53,98
387601,14,2,14,3
728378,0,0,0,0
162993,220,124,150,110
100505555,220,124,150,110
3120,0,0,1,0
4312,538,14,129,7
125,95,587,72,854
7366,0,1,1,0
6925,1088,252,1204,317
65267,41,36,142,135
106182249,0,3,2,0
57001,707,179,520,418
3269,606,43,183,51
55684,1997,3470,1340,1661
7695,124,71,404,132
23660,532,238,433,264
91392,25,29,46,50
51399,1303,926,1021,1012
150737,132,214,294,188
55532,4,1,14,1
9895,300,158,1560,396
51284,427,15,81,21
399888,1,6,32,2
100287569,105,46,216,45
643836,1100,493,479,322
112479,182,156,323,180
54543,34126,15410,8412,11628
107986346,34126,15410,8412,11628
84941,120,5,79,23
7442,198,159,384,341
7582,1043,588,2208,1322
283970,639,88,1300,529
57473,656,199,1289,722
51321,3257,2880,1723,1147
170959,240,72,163,147
389658,0,0,0,1
4763,1359,812,1203,542
154807,1208,335,667,490
147686,52,82,215,80
1612,1085,178,1632,769
353132,0,0,0,1
3117,22,6,3377,1106
85301,1232,576,16830,1403
2760,6035,1005,1582,562
8329,2,2,22,1
389383,3,0,0,0
6273,487,8036,91,1101
388796,929,261,302,165
90592,417,101,288,250
5456,0,5,0,14
284532,0,0,0,0
961,4046,939,871,959
390036,0,0,0,0
7088,872,79,1048,375
55534,130,91,1340,125
8969,19,0,14,2
29966,321,169,665,295
8187,189,30,177,66
408187,0,0,0,0
6701,0,0,0,0
1146,2,1,17,2
80345,177,117,240,139
89853,246,62,346,105
64771,2906,1845,5426,2835
390439,0,0,0,0
653269,9,0,26,8
100,945,26,303,45
10865,863,175,581,205
399967,2,0,4,5
160760,1169,252,1453,974
390792,30,0,5,0
387990,7,2,5,5
285190,0,0,0,0
374354,462,253,686,444
3013,0,3,0,1
140612,40,78,203,177
343990,93,52,195,137
150472,332,662,711,677
445571,332,662,711,677
644019,332,662,711,677
6334,117,137,254,138
3914,3611,193,118,223
128312,6,14,14,1
389320,0,1,0,0
3841,165,159,261,237
57730,106,116,235,53
23365,1921,1047,6177,3059
27198,37,21,45,55
9260,3407,286,1922,443
2316,32051,6620,5081,3341
219623,199,139,9,53
57522,311,148,674,172
10447,2401,605,2119,1419
161424,1002,674,1638,1020
127074,0,0,0,0
440077,0,0,0,0
57181,570,160,621,308
100129858,170,116,39,67
124900785,170,116,39,67
837,3516,415,570,469
160,1950,327,2647,1620
199704,412,467,272,295
170384,906,115,2794,147
644596,36,75,102,150
307,10632,1114,11932,4428
8270,2907,1139,688,416
401554,5,1,3,4
54554,289,108,163,148
642968,0,0,1,2
100507607,12,0,9,0
11152,3983,3714,1332,1664
51108,3013,3367,9079,5080
7697,184,64,108,97
353088,40,106,276,156
388566,104,248,331,161
29950,1922,673,561,265
163227,3,5,84,36
541578,1184,568,768,593
57541,394,169,419,191
221785,267,94,679,277
309,13010,4523,4586,3797
126068,156,80,738,232
2764,555,458,1060,992
284266,71,5,34,10
147923,95,73,278,104
284390,137,105,148,94
79830,91,57,128,78
401124,2,2,10,1
8364,4,7,0,4
7741,314,192,785,319
4097,533,119,931,502
92714,981,566,783,723
85379,821,340,1492,592
3886,1,0,1,0
3482,2573,1922,2509,2290
353133,3,12,0,19
404744,20,19,3,61
79690,1206,24,170,26
1778,7219,5352,5236,3483
388662,53,55,290,131
282617,0,0,0,0
5094,19609,5407,16879,11628
84619,1139,9012,1092,1292
123096,542,419,2372,1358
80055,75,73,456,137
6714,1066,306,1949,896
168417,0,0,0,0
91120,45,76,94,52
26493,1,0,0,0
400720,36,62,482,191
113835,18,1,40,94
399909,971,271,1674,750
203102,94,16,125,66
51703,2539,97,261,226
23507,246,75,229,131
11194,1418,1189,1416,724
8356,0,0,0,0
27044,11091,2267,3423,1844
146540,253,75,513,136
6799,43,184,20,143
341676,71,47,39,70
5718,896,430,1205,732
4102,1,0,0,0
4105,1,0,0,0
100129345,0,0,0,0
84435,108,14,0,23
158960,384,1023,126,240
55124,7,7,10,13
150381,857,63,186,114
400931,857,63,186,114
124905135,857,63,186,114
140688,725,405,350,369
375791,27,145,98,129
6583,367,198,117,325
342933,2,1,4,0
9583,469,137,1718,501
10438,430,651,725,682
23061,5864,1356,10254,2350
26740,0,0,0,0
8363,905,195,122,53
155184,1,0,3,0
79927,78,59,48,61
5265,232717,18673,2066,13138
401253,31,5,9,4
64499,190,34,2,60
25959,2405,350,9355,1112
135398,80,9,6,2
2961,660,470,480,496
246778,5,1,3,0
2980,0,0,0,0
25788,81,21,158,13
7718,47,95,34,45
8831,1442,12,2439,432
100190938,27,35,112,25
128486,486,346,672,411
641,122,5,6,9
100129940,10,25,1,42
124411,317,64,411,228
399717,4,801,1,177
84301,446,370,797,696
6840,598,416,6898,1626
51592,270,446,981,431
26020,4725,2370,8088,3788
57162,328,63,1741,250
79027,1134,522,1908,1089
219927,2543,3060,1168,1504
137797,2,5,11,0
91373,356,359,1744,598
148198,0,10,2,20
283807,15,21,39,22
136051,112,19,179,84
340385,241,189,573,233
171392,82,16,98,57
6584,1744,645,2077,5077
147906,378,74,283,87
104,849,172,648,413
344787,32,5,7,17
3064,752,702,3636,1116
128372,0,0,0,0
728,445,36,605,122
1735,50,3,0,9
1555,10,214,8,355
8351,0,0,3,0
54798,10,8,13,19
79674,1068,1352,267,930
646486,0,0,0,0
23729,219,733,436,880
2679,199,128,349,45
390038,0,0,0,0
3652,127,115,204,125
93377,0,0,0,0
441933,0,0,0,0
4217,421,157,906,476
55753,1109,12980,6753,14236
1572,1,0,14,0
373156,19499,10257,3426,9089
3182,7777,1150,3496,1796
81466,0,0,0,0
50861,4343,202,1260,330
5154,1132,163,2609,311
2996,17,5,14,10
1305,127,13,13,16
6693,259,17,209,29
57116,35,26,3,13
56125,134,8,20,20
89887,233,72,313,87
85569,0,0,0,0
81031,492,92,294,64
79788,121,15,100,30
84154,1233,744,338,431
144360,1,1,2,0
64078,4,0,6,1
400823,8,0,11,10
142678,1450,1417,2125,812
391112,0,0,0,0
4644,511,87,1052,526
3004,211,19,31,23
10533,1649,902,1394,657
26037,1451,486,914,1123
92104,129,159,492,194
23145,34,110,148,56
1991,9,2,3,2
57799,1087,318,1032,472
23556,176,209,589,277
1288,2,89,8,71
57547,23,68,109,47
11147,261,265,191,171
3201,503,62,616,121
10210,190,112,315,380
83875,55,82,54,60
10242,23,41,10,49
955,4268,2060,2175,1568
127343,0,2,5,2
391189,0,0,0,0
5167,789,321,35,442
645811,82,45,35,12
84188,660,251,1286,409
65250,169,80,1151,349
284371,91,83,381,96
8076,22,40,12,9
4624,0,0,0,0
284370,96,63,700,145
91966,1537,1012,772,610
56882,1627,230,2095,897
219972,2432,235,1012,314
5055,0,0,0,0
1803,996,2567,6460,8617
5275,0,0,0,0
80380,123,19,62,35
163059,162,133,290,190
196477,0,0,0,0
196385,12,24,33,14
283238,4,20,10,140
388818,0,0,0,0
6709,6099,7503,2744,3120
4828,3415,886,438,215
55742,2036,642,1571,1064
57565,1,28,19,98
254783,0,0,0,0
92689,972,372,757,361
6120,621,649,1303,704
10794,10,7,111,30
1379,11,12,83,10
5253,485,106,746,292
6231,26554,15772,3674,6288
283579,1,2,6,0
404552,0,0,0,0
5660,87988,52858,165175,38360
6281,16330,2734,6079,1730
80217,71,78,54,107
222662,22,11,42,20
6168,204397,130384,39205,38613
3223,432,64,663,167
114112,459,273,196,153
1675,2909,90,153,131
441476,10,34,247,99
440738,6,1,37,4
79892,1077,300,1433,690
197342,454,200,968,333
122773,53,21,326,62
347344,113,169,312,58
6884,454,470,401,393
284323,524,301,138,89
55210,433,295,697,326
219965,0,0,0,0
119772,0,0,0,0
79607,469,196,341,273
92283,66,27,246,56
100499483,170,251,172,185
23315,509,197,823,404
100506658,227,302,23,661
255119,74,33,3,10
121504,26,10,114,18
1553,0,0,0,0
339318,267,62,601,302
26494,0,0,0,0
55924,412,772,233,352
51710,266,362,350,466
8733,5126,7329,4957,2630
9719,488,405,173,751
54557,114,28,491,66
388536,48,225,369,131
5544,0,0,1,2
81553,314,22,634,36
4641,4012,1918,6423,2373
259283,18,0,14,0
28512,180,282,212,295
219958,0,0,0,0
7367,1,3,0,0
644890,34,14,12,8
116085,88,11677,91,14255
23303,407,399,2169,1701
4892,38,4,411,42
128,2385,3651,7668,7806
9356,57,28971,31,17769
85236,104,3,106,36
7004,1205,194,291,196
6687,1942,1712,4539,1665
101930112,1942,1712,4539,1665
388697,4,1,22,3
3439,1,0,0,0
388585,4,0,0,0
342926,158,82,397,133
30001,1906,387,4035,392
55552,147,84,114,125
100996571,5,15,23,11
282890,8,1,18,6
84671,208,154,220,105
79310,0,0,0,0
5336,496,812,553,1812
105369213,496,812,553,1812
89848,716,87,300,162
58491,176,125,338,160
344752,0,0,0,0
6277,66673,64995,11076,16764
6136,79398,33570,14625,17025
26052,180,39,237,121
7675,612,242,578,261
9019,3454,373,2483,809
23230,1260,611,329,910
4155,423,665,2140,544
8227,1530,232,2351,814
54898,21,0,40,7
440295,26,16,537,23
389170,70,9,69,26
127687,3223,8210,2581,2101
85028,2054,184,450,157
64881,0,0,0,0
283420,46,8,47,41
3792,20,1,2,1
55035,500,172,373,318
51135,617,161,749,281
115948,149,170,276,103
9228,0,0,56,36
28977,1285,715,1116,855
57089,64,14,89,67
30014,0,0,0,1
63925,1058,256,1011,350
147741,1,0,1,1
7278,0,2,0,0
6191,92890,30899,57733,37933
10793,90,21,81,28
7637,489,553,1133,426
84549,264,190,281,168
63934,47,74,737,110
553,8,2,13,12
140885,5230,833,9922,1170
84677,1,3,8,1
2870,1082,171,658,311
5557,154,36,82,54
54708,481,223,1593,866
23784,1,0,1,1
613037,26,9,62,16
57016,20,42,1,78
27233,15,12,3751,159
1549,0,0,6,0
7541,258,118,965,261
81870,0,0,0,0
23607,742,538,941,923
54830,94,38,5,130
9814,801,389,1239,312
81871,0,0,0,0
389208,0,0,0,1
65251,100,111,477,149
127,19,41,18,26
254879,0,0,0,0
57209,330,132,1566,274
337876,86,2,46,8
54863,538,46,616,99
1902,174,84,249,120
4151,26,11,19,3
391192,0,0,0,0
245910,0,0,0,0
503614,0,0,0,0
124906743,0,0,0,0
26275,508,1871,1071,3242
27300,454,480,864,318
161145,167,50,255,44
65124,185,248,525,492
54989,601,467,3258,1092
728741,8,12,10,6
79366,223,923,346,491
57708,504,205,667,380
10905,680,375,1487,488
258010,1009,853,735,767
90987,51,0,99,8
65992,4693,5139,3108,2225
442444,0,0,6,0
7027,444,1152,702,510
170482,2,3,46,1
84775,235,65,320,155
51297,0,0,0,0
55713,240,101,458,117
51170,1362,2481,577,1915
23334,955,573,2151,784
6819,1044,1746,3843,3609
7789,63,42,258,64
83694,76,90,422,84
777,45,33,37,46
54870,723,214,1872,962
26238,122,97,64,55
1438,363,108,176,83
11325,2215,953,3982,1640
6147,59310,30441,9410,12562
55315,734,310,204,116
6815,317,230,340,264
59286,35705,21751,7222,7970
9931,420,534,1373,580
89894,347,635,971,967
85289,0,0,0,0
54963,1518,618,2320,771
219968,0,0,0,0
84433,1461,4,232,56
220992,88,25,75,37
5178,50,76,5390,185
55153,251,30,999,453
7745,417,175,1412,366
144717,438,258,370,244
100288797,1,1,1,1
219844,176,125,104,109
4635,57,8,26,1
79973,60,81,71,129
126017,164,62,193,80
3221,202,362,1033,224
340578,26,3,1,4
415116,2091,452,2275,1344
439,6051,3685,3214,3243
101928372,26,5,73,16
444,2522,525,7279,1644
200734,228,113,531,253
11060,931,780,5057,1033
2673,892,433,1499,861
7405,301,130,893,388
140258,0,0,0,0
7574,312,130,1388,441
131920,2,682,0,487
50618,600,318,1205,577
4914,93,53,1,51
10724,3510,1967,5930,3284
4494,670,66399,1002,17197
9747,751,297,1624,617
7620,202,140,94,142
7296,1297,719,1658,1096
441478,155,2,143,11
147949,47,19,125,103
85285,0,0,0,0
150160,0,1,0,0
374900,82,62,552,132
158586,191,59,420,135
1589,2,1,43,15
147657,1380,325,629,416
84914,400,246,507,265
7169,11557,2967,3002,2275
642946,142,186,17,44
344892,3,1,669,0
83699,282,276,253,712
388558,179,87,423,179
148741,221,36,24,32
192134,0,0,2,1
101929106,1,0,0,1
51441,1383,1387,2037,1088
10230,170,143,108,88
55319,306,172,269,199
3127,7,1,21,13
51062,89,13,173,122
1259,27,88,9,75
7975,1340,284,2193,584
339541,40,62,25,21
7594,88,12,84,55
11321,1044,679,1109,802
5350,570,231,277,657
145741,4,5,8,2
7576,288,119,89,127
9358,1676,21,30,73
118472,1472,946,509,578
199692,237,105,293,259
283518,18,10,38,19
11169,74,20,72,43
285989,298,101,365,212
1500,4180,1443,6093,5044
7919,37,151,70,32
142680,20,4177,136,1743
343035,2,6,4,2
64663,0,0,0,0
117157,11,3,38,5
23237,9,6,60,8
131870,3117,2345,1543,4793
9874,547,466,1220,663
987,928,934,1525,1314
339883,30,10,39,22
9745,0,6,1,5
4326,51,16,1511,12
391194,0,0,0,0
11177,534,226,483,139
1109,24,3,2,2
10920,1479,714,2862,1618
26112,394,199,482,359
4194,411,110,1455,475
6262,152,4,280,54
147658,0,3,8,0
55958,598,229,706,616
131177,13,28,0,22
23054,1685,765,650,412
27347,1032,160,495,138
6898,6,13,3,7
221477,2203,1383,3861,2140
801,9638,7525,11014,14153
4018,4,7,5,22
338811,50,20,10,43
9652,1311,524,2665,1349
286319,484,211,1069,343
4100,0,0,0,0
9060,832,275,311,645
23434,2,0,0,2
10479,426,176,576,285
22909,192,98,892,249
24,22,26,40,49
9086,1815,1922,6,2
4541,34769,27830,64393,80000
55705,1226,1607,1493,673
257202,0,0,2,0
80184,306,68,786,252
619518,9,0,31,15
4513,445193,1021830,276708,692120
112770,4031,7213,1875,1953
23116,209,104,536,288
28514,60,11,206,68
124930,169,17,200,28
10455,2717,9883,3523,6832
10497,799,950,1618,1967
374877,19,10,4,8
4519,245768,288226,157543,991087
8861,870,96,4023,925
81706,298,99,15,215
9646,828,550,1619,1129
64093,584,13,43,12
2153,686,255,7705,124
51734,3776,5441,1538,2902
347731,0,0,0,1
22834,760,414,349,448
57154,695,96,694,384
6526,927,938,8092,1330
63906,523,1376,452,281
9578,1133,583,6727,1461
5365,77,6,6,38
64064,57,23,72,5
4736,63082,32217,14271,15311
23127,30,35,29,44
